seed,state_idx,split,ood_type,horizon,outcome_m1,outcome_0,outcome_p1,residual_m1,residual_p1,best_action,mode,history_obs,history_act
1,457,train,none,5,"[-2.449618339538574, -2.2533483505249023]","[-1.791765809059143, -1.5954959392547607]","[-3.0091776847839355, -2.8129079341888428]","[-0.6578525304794312, -0.6578524112701416]","[-1.2174118757247925, -1.217411994934082]",0,0,"[[-1.995024561882019, -1.7840886116027832], [-1.8765060901641846, -1.4955042600631714], [-1.7159287929534912, -1.4510431289672852], [-1.6125468015670776, -1.380350112915039], [-2.1042003631591797, -1.8156400918960571], [-2.509974241256714, -2.282956838607788], [-2.3196544647216797, -2.030447483062744], [-2.211298942565918, -1.8662121295928955]]","[1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 0.0]"
1,2694,train,none,1,"[-2.4076550006866455, -2.184948444366455]","[-2.4656107425689697, -2.2429041862487793]","[-2.9235665798187256, -2.700859785079956]","[0.05795574188232422, 0.05795574188232422]","[-0.45795583724975586, -0.45795559883117676]",-1,1,"[[-1.5134623050689697, -1.5687811374664307], [-1.489473819732666, -1.4639537334442139], [-1.3908401727676392, -1.3627077341079712], [-1.8621073961257935, -1.7960501909255981], [-1.7077082395553589, -1.6512621641159058], [-1.5248101949691772, -1.405212163925171], [-2.0811805725097656, -1.8913660049438477], [-2.543870687484741, -2.2967424392700195]]","[-1.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, 1.0]"
1,2694,train,none,3,"[-2.58667254447937, -2.3825502395629883]","[-2.2194371223449707, -2.015315055847168]","[-3.0247089862823486, -2.8205864429473877]","[-0.3672354221343994, -0.3672351837158203]","[-0.8052718639373779, -0.8052713871002197]",0,1,"[[-1.5134623050689697, -1.5687811374664307], [-1.489473819732666, -1.4639537334442139], [-1.3908401727676392, -1.3627077341079712], [-1.8621073961257935, -1.7960501909255981], [-1.7077082395553589, -1.6512621641159058], [-1.5248101949691772, -1.405212163925171], [-2.0811805725097656, -1.8913660049438477], [-2.543870687484741, -2.2967424392700195]]","[-1.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, 1.0]"
1,2694,train,none,5,"[-3.242443561553955, -3.1219723224639893]","[-2.049103260040283, -1.928632140159607]","[-2.714679479598999, -2.594208240509033]","[-1.1933403015136719, -1.1933401823043823]","[-0.6655762195587158, -0.6655761003494263]",0,1,"[[-1.5134623050689697, -1.5687811374664307], [-1.489473819732666, -1.4639537334442139], [-1.3908401727676392, -1.3627077341079712], [-1.8621073961257935, -1.7960501909255981], [-1.7077082395553589, -1.6512621641159058], [-1.5248101949691772, -1.405212163925171], [-2.0811805725097656, -1.8913660049438477], [-2.543870687484741, -2.2967424392700195]]","[-1.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, 1.0]"
1,121,train,none,1,"[-3.2486350536346436, -3.5374348163604736]","[-2.828094959259033, -3.1168947219848633]","[-2.8075547218322754, -3.0963544845581055]","[-0.42054009437561035, -0.42054009437561035]","[0.020540237426757812, 0.020540237426757812]",1,0,"[[-2.1200125217437744, -2.1393704414367676], [-1.9835903644561768, -2.055569887161255], [-2.3176846504211426, -2.4413490295410156], [-2.645873546600342, -2.850125312805176], [-2.3942339420318604, -2.735997200012207], [-2.2502729892730713, -2.529228925704956], [-2.711418390274048, -2.9412505626678467], [-2.9254329204559326, -3.2167325019836426]]","[1.0, 0.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0]"
1,121,train,none,3,"[-3.3143539428710938, -3.571866035461426]","[-2.546579360961914, -2.804091453552246]","[-2.940316915512085, -3.197829008102417]","[-0.7677745819091797, -0.7677745819091797]","[-0.3937375545501709, -0.3937375545501709]",0,0,"[[-2.1200125217437744, -2.1393704414367676], [-1.9835903644561768, -2.055569887161255], [-2.3176846504211426, -2.4413490295410156], [-2.645873546600342, -2.850125312805176], [-2.3942339420318604, -2.735997200012207], [-2.2502729892730713, -2.529228925704956], [-2.711418390274048, -2.9412505626678467], [-2.9254329204559326, -3.2167325019836426]]","[1.0, 0.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0]"
1,121,train,none,5,"[-3.024935722351074, -3.321089506149292]","[-2.3443491458892822, -2.6405029296875]","[-3.5051538944244385, -3.8013079166412354]","[-0.680586576461792, -0.680586576461792]","[-1.1608047485351562, -1.1608049869537354]",0,0,"[[-2.1200125217437744, -2.1393704414367676], [-1.9835903644561768, -2.055569887161255], [-2.3176846504211426, -2.4413490295410156], [-2.645873546600342, -2.850125312805176], [-2.3942339420318604, -2.735997200012207], [-2.2502729892730713, -2.529228925704956], [-2.711418390274048, -2.9412505626678467], [-2.9254329204559326, -3.2167325019836426]]","[1.0, 0.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0]"
1,2337,train,none,1,"[-3.2070281505584717, -3.0955140590667725]","[-3.2182857990264893, -3.10677170753479]","[-3.6295435428619385, -3.5180296897888184]","[0.011257648468017578, 0.011257648468017578]","[-0.4112577438354492, -0.4112579822540283]",-1,1,"[[-2.6883716583251953, -2.4792845249176025], [-2.5244128704071045, -2.3982584476470947], [-2.887049436569214, -2.734241485595703], [-3.2779664993286133, -3.1227917671203613], [-3.498891830444336, -3.410771369934082], [-3.3626418113708496, -3.2268974781036377], [-3.5512242317199707, -3.3994550704956055], [-3.336160182952881, -3.2060768604278564]]","[-1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, -1.0]"
1,2337,train,none,3,"[-3.2995731830596924, -3.1958019733428955]","[-2.898726463317871, -2.7949554920196533]","[-3.657233476638794, -3.553462505340576]","[-0.4008467197418213, -0.4008464813232422]","[-0.7585070133209229, -0.7585070133209229]",0,1,"[[-2.6883716583251953, -2.4792845249176025], [-2.5244128704071045, -2.3982584476470947], [-2.887049436569214, -2.734241485595703], [-3.2779664993286133, -3.1227917671203613], [-3.498891830444336, -3.410771369934082], [-3.3626418113708496, -3.2268974781036377], [-3.5512242317199707, -3.3994550704956055], [-3.336160182952881, -3.2060768604278564]]","[-1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, -1.0]"
1,2337,train,none,5,"[-3.814805746078491, -3.7849013805389404]","[-2.6621618270874023, -2.6322576999664307]","[-3.3473703861236572, -3.3174662590026855]","[-1.1526439189910889, -1.1526436805725098]","[-0.6852085590362549, -0.6852085590362549]",0,1,"[[-2.6883716583251953, -2.4792845249176025], [-2.5244128704071045, -2.3982584476470947], [-2.887049436569214, -2.734241485595703], [-3.2779664993286133, -3.1227917671203613], [-3.498891830444336, -3.410771369934082], [-3.3626418113708496, -3.2268974781036377], [-3.5512242317199707, -3.3994550704956055], [-3.336160182952881, -3.2060768604278564]]","[-1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, -1.0]"
1,2921,train,none,1,"[-3.910090446472168, -3.665175199508667]","[-3.509035587310791, -3.26412034034729]","[-3.5079808235168457, -3.2630655765533447]","[-0.40105485916137695, -0.40105485916137695]","[0.0010547637939453125, 0.0010547637939453125]",1,0,"[[-3.6028592586517334, -3.619584321975708], [-3.49824857711792, -3.3882884979248047], [-3.352400064468384, -3.2363901138305664], [-3.2159838676452637, -3.103238582611084], [-3.203038454055786, -2.9452667236328125], [-3.5076522827148438, -3.21612811088562], [-3.353649377822876, -3.0226364135742188], [-3.6422126293182373, -3.371706962585449]]","[-1.0, 1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]"
1,2921,train,none,3,"[-3.9095828533172607, -3.6854171752929688]","[-3.161128044128418, -2.936962604522705]","[-3.569746255874634, -3.345580577850342]","[-0.7484548091888428, -0.7484545707702637]","[-0.4086182117462158, -0.4086179733276367]",0,0,"[[-3.6028592586517334, -3.619584321975708], [-3.49824857711792, -3.3882884979248047], [-3.352400064468384, -3.2363901138305664], [-3.2159838676452637, -3.103238582611084], [-3.203038454055786, -2.9452667236328125], [-3.5076522827148438, -3.21612811088562], [-3.353649377822876, -3.0226364135742188], [-3.6422126293182373, -3.371706962585449]]","[-1.0, 1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]"
1,2921,train,none,5,"[-3.589658498764038, -3.4510979652404785]","[-2.898979425430298, -2.7604191303253174]","[-4.042490005493164, -3.9039299488067627]","[-0.6906790733337402, -0.6906788349151611]","[-1.1435105800628662, -1.1435108184814453]",0,0,"[[-3.6028592586517334, -3.619584321975708], [-3.49824857711792, -3.3882884979248047], [-3.352400064468384, -3.2363901138305664], [-3.2159838676452637, -3.103238582611084], [-3.203038454055786, -2.9452667236328125], [-3.5076522827148438, -3.21612811088562], [-3.353649377822876, -3.0226364135742188], [-3.6422126293182373, -3.371706962585449]]","[-1.0, 1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0]"
1,2249,train,none,1,"[-1.9124274253845215, -2.114013195037842]","[-1.372270941734314, -1.5738567113876343]","[-1.232114553451538, -1.4337002038955688]","[-0.5401564836502075, -0.5401564836502075]","[0.14015638828277588, 0.14015650749206543]",1,0,"[[-1.9425792694091797, -2.0760481357574463], [-1.9009159803390503, -1.9707673788070679], [-1.674767017364502, -1.6918526887893677], [-1.5102450847625732, -1.6271109580993652], [-1.8808033466339111, -2.0510737895965576], [-1.728124976158142, -1.908707618713379], [-1.4984387159347534, -1.66640043258667], [-1.3929866552352905, -1.5924819707870483]]","[-1.0, 0.0, -1.0, 0.0, -1.0, 0.0, 1.0, 0.0]"
1,2249,train,none,3,"[-2.1231627464294434, -2.301964282989502]","[-1.2326980829238892, -1.4114996194839478]","[-1.5503389835357666, -1.729140281677246]","[-0.8904646635055542, -0.8904646635055542]","[-0.31764090061187744, -0.31764066219329834]",0,0,"[[-1.9425792694091797, -2.0760481357574463], [-1.9009159803390503, -1.9707673788070679], [-1.674767017364502, -1.6918526887893677], [-1.5102450847625732, -1.6271109580993652], [-1.8808033466339111, -2.0510737895965576], [-1.728124976158142, -1.908707618713379], [-1.4984387159347534, -1.66640043258667], [-1.3929866552352905, -1.5924819707870483]]","[-1.0, 0.0, -1.0, 0.0, -1.0, 0.0, 1.0, 0.0]"
1,2249,train,none,5,"[-1.8103715181350708, -2.035489082336426]","[-1.1585712432861328, -1.3836888074874878]","[-2.4214322566986084, -2.646549701690674]","[-0.651800274848938, -0.651800274848938]","[-1.2628610134124756, -1.262860894203186]",0,0,"[[-1.9425792694091797, -2.0760481357574463], [-1.9009159803390503, -1.9707673788070679], [-1.674767017364502, -1.6918526887893677], [-1.5102450847625732, -1.6271109580993652], [-1.8808033466339111, -2.0510737895965576], [-1.728124976158142, -1.908707618713379], [-1.4984387159347534, -1.66640043258667], [-1.3929866552352905, -1.5924819707870483]]","[-1.0, 0.0, -1.0, 0.0, -1.0, 0.0, 1.0, 0.0]"
1,1626,train,none,1,"[-2.303098201751709, -2.501551628112793]","[-2.3542959690093994, -2.5527493953704834]","[-2.8054938316345215, -3.0039474964141846]","[0.05119776725769043, 0.05119776725769043]","[-0.45119786262512207, -0.45119810104370117]",-1,1,"[[-2.900601863861084, -3.218744993209839], [-2.8094544410705566, -3.0145697593688965], [-2.667797327041626, -2.958303928375244], [-2.9412920475006104, -3.215893268585205], [-2.6853079795837402, -3.057913064956665], [-2.536320686340332, -2.8692820072174072], [-2.466198205947876, -2.7288808822631836], [-2.426697254180908, -2.6228954792022705]]","[1.0, -1.0, 0.0, -1.0, 0.0, 1.0, 0.0, 0.0]"
1,1626,train,none,3,"[-2.4905731678009033, -2.6665477752685547]","[-2.1189756393432617, -2.294950246810913]","[-2.9175190925598145, -3.093493938446045]","[-0.3715975284576416, -0.3715975284576416]","[-0.7985434532165527, -0.7985436916351318]",0,1,"[[-2.900601863861084, -3.218744993209839], [-2.8094544410705566, -3.0145697593688965], [-2.667797327041626, -2.958303928375244], [-2.9412920475006104, -3.215893268585205], [-2.6853079795837402, -3.057913064956665], [-2.536320686340332, -2.8692820072174072], [-2.466198205947876, -2.7288808822631836], [-2.426697254180908, -2.6228954792022705]]","[1.0, -1.0, 0.0, -1.0, 0.0, 1.0, 0.0, 0.0]"
1,1626,train,none,5,"[-3.1457736492156982, -3.368339776992798]","[-1.9584367275238037, -2.1810030937194824]","[-2.6263973712921143, -2.848963737487793]","[-1.1873369216918945, -1.1873366832733154]","[-0.6679606437683105, -0.6679606437683105]",0,1,"[[-2.900601863861084, -3.218744993209839], [-2.8094544410705566, -3.0145697593688965], [-2.667797327041626, -2.958303928375244], [-2.9412920475006104, -3.215893268585205], [-2.6853079795837402, -3.057913064956665], [-2.536320686340332, -2.8692820072174072], [-2.466198205947876, -2.7288808822631836], [-2.426697254180908, -2.6228954792022705]]","[1.0, -1.0, 0.0, -1.0, 0.0, 1.0, 0.0, 0.0]"
1,1063,train,none,1,"[-2.4401438236236572, -2.440903663635254]","[-2.489072561264038, -2.489832639694214]","[-2.9380013942718506, -2.9387614727020264]","[0.04892873764038086, 0.04892897605895996]","[-0.4489288330078125, -0.4489288330078125]",-1,1,"[[-3.481431007385254, -3.3112127780914307], [-3.6826171875, -3.5187928676605225], [-3.5316479206085205, -3.399024486541748], [-3.279902935028076, -3.22965669631958], [-3.04355525970459, -3.0650510787963867], [-2.9436795711517334, -2.967689037322998], [-2.759979009628296, -2.7534613609313965], [-2.5685672760009766, -2.5566670894622803]]","[0.0, -1.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0]"
1,1063,train,none,3,"[-2.613947629928589, -2.611503839492798]","[-2.2406115531921387, -2.2381677627563477]","[-3.0368058681488037, -3.034362316131592]","[-0.3733360767364502, -0.3733360767364502]","[-0.796194314956665, -0.7961945533752441]",0,1,"[[-3.481431007385254, -3.3112127780914307], [-3.6826171875, -3.5187928676605225], [-3.5316479206085205, -3.399024486541748], [-3.279902935028076, -3.22965669631958], [-3.04355525970459, -3.0650510787963867], [-2.9436795711517334, -2.967689037322998], [-2.759979009628296, -2.7534613609313965], [-2.5685672760009766, -2.5566670894622803]]","[0.0, -1.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0]"
1,1063,train,none,5,"[-3.2536706924438477, -3.3152143955230713]","[-2.0682132244110107, -2.1297566890716553]","[-2.736992835998535, -2.798536777496338]","[-1.185457468032837, -1.185457706451416]","[-0.6687796115875244, -0.6687800884246826]",0,1,"[[-3.481431007385254, -3.3112127780914307], [-3.6826171875, -3.5187928676605225], [-3.5316479206085205, -3.399024486541748], [-3.279902935028076, -3.22965669631958], [-3.04355525970459, -3.0650510787963867], [-2.9436795711517334, -2.967689037322998], [-2.759979009628296, -2.7534613609313965], [-2.5685672760009766, -2.5566670894622803]]","[0.0, -1.0, 1.0, 0.0, 0.0, -1.0, 0.0, -1.0]"
1,1423,train,none,1,"[-3.0906426906585693, -3.639209508895874]","[-2.6690635681152344, -3.21763014793396]","[-2.647484064102173, -3.1960508823394775]","[-0.42157912254333496, -0.42157936096191406]","[0.021579504013061523, 0.021579265594482422]",1,0,"[[-3.2081263065338135, -3.5230512619018555], [-3.0105209350585938, -3.4461545944213867], [-2.8759450912475586, -3.3568100929260254], [-3.043815851211548, -3.544389486312866], [-2.8674352169036865, -3.4449880123138428], [-2.692758321762085, -3.284698009490967], [-2.947486400604248, -3.557875156402588], [-2.7580313682556152, -3.3227698802948]]","[0.0, 0.0, 0.0, -1.0, 1.0, 0.0, -1.0, 1.0]"
1,1423,train,none,3,"[-3.17189359664917, -3.6638455390930176]","[-2.4030532836914062, -2.895005226135254]","[-2.795893907546997, -3.2878458499908447]","[-0.7688403129577637, -0.7688403129577637]","[-0.3928406238555908, -0.3928406238555908]",0,0,"[[-3.2081263065338135, -3.5230512619018555], [-3.0105209350585938, -3.4461545944213867], [-2.8759450912475586, -3.3568100929260254], [-3.043815851211548, -3.544389486312866], [-2.8674352169036865, -3.4449880123138428], [-2.692758321762085, -3.284698009490967], [-2.947486400604248, -3.557875156402588], [-2.7580313682556152, -3.3227698802948]]","[0.0, 0.0, 0.0, -1.0, 1.0, 0.0, -1.0, 1.0]"
1,1423,train,none,5,"[-2.8947513103485107, -3.40248703956604]","[-2.2148168087005615, -2.722552537918091]","[-3.3765957355499268, -3.884331226348877]","[-0.6799345016479492, -0.6799345016479492]","[-1.1617789268493652, -1.1617786884307861]",0,0,"[[-3.2081263065338135, -3.5230512619018555], [-3.0105209350585938, -3.4461545944213867], [-2.8759450912475586, -3.3568100929260254], [-3.043815851211548, -3.544389486312866], [-2.8674352169036865, -3.4449880123138428], [-2.692758321762085, -3.284698009490967], [-2.947486400604248, -3.557875156402588], [-2.7580313682556152, -3.3227698802948]]","[0.0, 0.0, 0.0, -1.0, 1.0, 0.0, -1.0, 1.0]"
1,221,train,none,1,"[-3.3147168159484863, -3.0602498054504395]","[-2.8823297023773193, -2.6278626918792725]","[-2.849942684173584, -2.595475673675537]","[-0.432387113571167, -0.432387113571167]","[0.03238701820373535, 0.03238701820373535]",1,0,"[[-2.7089085578918457, -2.469517469406128], [-2.580275535583496, -2.256979465484619], [-2.921203851699829, -2.5537109375], [-3.1547036170959473, -2.8691587448120117], [-2.994668960571289, -2.680752754211426], [-2.8443193435668945, -2.5091238021850586], [-3.135341167449951, -2.7687597274780273], [-2.9825222492218018, -2.7019619941711426]]","[-1.0, 1.0, -1.0, -1.0, 0.0, 1.0, -1.0, 1.0]"
1,221,train,none,3,"[-3.3749938011169434, -3.142207622528076]","[-2.5955262184143066, -2.3627400398254395]","[-2.9808192253112793, -2.748033046722412]","[-0.7794675827026367, -0.7794675827026367]","[-0.38529300689697266, -0.38529300689697266]",0,0,"[[-2.7089085578918457, -2.469517469406128], [-2.580275535583496, -2.256979465484619], [-2.921203851699829, -2.5537109375], [-3.1547036170959473, -2.8691587448120117], [-2.994668960571289, -2.680752754211426], [-2.8443193435668945, -2.5091238021850586], [-3.135341167449951, -2.7687597274780273], [-2.9825222492218018, -2.7019619941711426]]","[-1.0, 1.0, -1.0, -1.0, 0.0, 1.0, -1.0, 1.0]"
1,221,train,none,5,"[-3.0636720657348633, -2.9173314571380615]","[-2.388523578643799, -2.242183208465576]","[-3.5598676204681396, -3.413527250289917]","[-0.6751484870910645, -0.6751482486724854]","[-1.1713440418243408, -1.1713440418243408]",0,0,"[[-2.7089085578918457, -2.469517469406128], [-2.580275535583496, -2.256979465484619], [-2.921203851699829, -2.5537109375], [-3.1547036170959473, -2.8691587448120117], [-2.994668960571289, -2.680752754211426], [-2.8443193435668945, -2.5091238021850586], [-3.135341167449951, -2.7687597274780273], [-2.9825222492218018, -2.7019619941711426]]","[-1.0, 1.0, -1.0, -1.0, 0.0, 1.0, -1.0, 1.0]"
1,2508,train,none,1,"[-2.970757007598877, -3.1314680576324463]","[-2.529588460922241, -2.6902995109558105]","[-2.488419771194458, -2.6491308212280273]","[-0.44116854667663574, -0.44116854667663574]","[0.0411686897277832, 0.0411686897277832]",1,0,"[[-2.67720890045166, -2.918205976486206], [-2.513568162918091, -2.800581455230713], [-2.798027753829956, -3.12398624420166], [-2.7177000045776367, -3.033569097518921], [-2.501284122467041, -2.8954720497131348], [-2.4497711658477783, -2.731684684753418], [-2.755784034729004, -3.0239040851593018], [-2.611215591430664, -2.7676849365234375]]","[1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0]"
1,2508,train,none,3,"[-3.0655763149261475, -3.207488536834717]","[-2.277177095413208, -2.4190893173217773]","[-2.655909538269043, -2.7978217601776123]","[-0.7883992195129395, -0.7883992195129395]","[-0.37873244285583496, -0.37873244285583496]",0,0,"[[-2.67720890045166, -2.918205976486206], [-2.513568162918091, -2.800581455230713], [-2.798027753829956, -3.12398624420166], [-2.7177000045776367, -3.033569097518921], [-2.501284122467041, -2.8954720497131348], [-2.4497711658477783, -2.731684684753418], [-2.755784034729004, -3.0239040851593018], [-2.611215591430664, -2.7676849365234375]]","[1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0]"
1,2508,train,none,5,"[-2.772892475128174, -2.964717388153076]","[-2.1012136936187744, -2.2930383682250977]","[-3.279963493347168, -3.4717886447906494]","[-0.6716787815093994, -0.6716790199279785]","[-1.1787497997283936, -1.1787502765655518]",0,0,"[[-2.67720890045166, -2.918205976486206], [-2.513568162918091, -2.800581455230713], [-2.798027753829956, -3.12398624420166], [-2.7177000045776367, -3.033569097518921], [-2.501284122467041, -2.8954720497131348], [-2.4497711658477783, -2.731684684753418], [-2.755784034729004, -3.0239040851593018], [-2.611215591430664, -2.7676849365234375]]","[1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0]"
1,2059,train,none,1,"[-3.251563310623169, -3.1129331588745117]","[-3.26141357421875, -3.1227834224700928]","[-3.6712636947631836, -3.5326335430145264]","[0.009850263595581055, 0.009850263595581055]","[-0.4098501205444336, -0.4098501205444336]",-1,1,"[[-3.032719850540161, -2.8614256381988525], [-2.9151999950408936, -2.730069160461426], [-2.7737412452697754, -2.6067755222320557], [-3.0747756958007812, -2.9591526985168457], [-2.999824047088623, -2.8965187072753906], [-3.2710249423980713, -3.2534968852996826], [-3.5464279651641846, -3.423701286315918], [-3.3815577030181885, -3.222931146621704]]","[0.0, 0.0, 1.0, -1.0, 0.0, 1.0, 1.0, -1.0]"
1,2059,train,none,3,"[-3.3395652770996094, -3.2113218307495117]","[-2.9376492500305176, -2.809406042098999]","[-3.694762706756592, -3.566519260406494]","[-0.4019160270690918, -0.4019157886505127]","[-0.7571134567260742, -0.7571132183074951]",0,1,"[[-3.032719850540161, -2.8614256381988525], [-2.9151999950408936, -2.730069160461426], [-2.7737412452697754, -2.6067755222320557], [-3.0747756958007812, -2.9591526985168457], [-2.999824047088623, -2.8965187072753906], [-3.2710249423980713, -3.2534968852996826], [-3.5464279651641846, -3.423701286315918], [-3.3815577030181885, -3.222931146621704]]","[0.0, 0.0, 1.0, -1.0, 0.0, 1.0, 1.0, -1.0]"
1,2059,train,none,5,"[-3.8486855030059814, -3.796694755554199]","[-2.6972897052764893, -2.6452994346618652]","[-3.383223056793213, -3.3312325477600098]","[-1.1513957977294922, -1.151395320892334]","[-0.6859333515167236, -0.6859331130981445]",0,1,"[[-3.032719850540161, -2.8614256381988525], [-2.9151999950408936, -2.730069160461426], [-2.7737412452697754, -2.6067755222320557], [-3.0747756958007812, -2.9591526985168457], [-2.999824047088623, -2.8965187072753906], [-3.2710249423980713, -3.2534968852996826], [-3.5464279651641846, -3.423701286315918], [-3.3815577030181885, -3.222931146621704]]","[0.0, 0.0, 1.0, -1.0, 0.0, 1.0, 1.0, -1.0]"
1,2743,train,none,1,"[-3.393933057785034, -2.9895384311676025]","[-2.9620909690856934, -2.5576963424682617]","[-2.930248975753784, -2.5258543491363525]","[-0.4318420886993408, -0.4318420886993408]","[0.03184199333190918, 0.03184199333190918]",1,0,"[[-2.733330249786377, -2.2727441787719727], [-2.4946203231811523, -2.206648588180542], [-2.8567075729370117, -2.5679452419281006], [-2.622701406478882, -2.3579554557800293], [-2.529740571975708, -2.253255605697632], [-2.9200663566589355, -2.5949172973632812], [-2.6651482582092285, -2.363238573074341], [-3.066481351852417, -2.6281027793884277]]","[0.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
1,2743,train,none,3,"[-3.446382522583008, -3.07828688621521]","[-2.667510747909546, -2.299414873123169]","[-3.0532708168029785, -2.6851751804351807]","[-0.7788717746734619, -0.778872013092041]","[-0.3857600688934326, -0.3857603073120117]",0,0,"[[-2.733330249786377, -2.2727441787719727], [-2.4946203231811523, -2.206648588180542], [-2.8567075729370117, -2.5679452419281006], [-2.622701406478882, -2.3579554557800293], [-2.529740571975708, -2.253255605697632], [-2.9200663566589355, -2.5949172973632812], [-2.6651482582092285, -2.363238573074341], [-3.066481351852417, -2.6281027793884277]]","[0.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
1,2743,train,none,5,"[-3.128737211227417, -2.8602800369262695]","[-2.4534897804260254, -2.185032367706299]","[-3.6244876384735107, -3.3560304641723633]","[-0.6752474308013916, -0.6752476692199707]","[-1.1709978580474854, -1.1709980964660645]",0,0,"[[-2.733330249786377, -2.2727441787719727], [-2.4946203231811523, -2.206648588180542], [-2.8567075729370117, -2.5679452419281006], [-2.622701406478882, -2.3579554557800293], [-2.529740571975708, -2.253255605697632], [-2.9200663566589355, -2.5949172973632812], [-2.6651482582092285, -2.363238573074341], [-3.066481351852417, -2.6281027793884277]]","[0.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
1,555,train,none,1,"[-1.9140136241912842, -1.7000528573989868]","[-2.0085017681121826, -1.7945410013198853]","[-2.5029900074005127, -2.289029359817505]","[0.09448814392089844, 0.09448814392089844]","[-0.4944882392883301, -0.49448835849761963]",-1,1,"[[-3.0459835529327393, -2.8201074600219727], [-2.873141288757324, -2.6958680152893066], [-2.751864433288574, -2.617250919342041], [-2.601006031036377, -2.5335400104522705], [-2.54274582862854, -2.4361774921417236], [-2.2904679775238037, -2.098742961883545], [-2.2409679889678955, -1.962077260017395], [-2.0627033710479736, -1.8247812986373901]]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -1.0]"
1,555,train,none,3,"[-2.1504554748535156, -1.9542262554168701]","[-1.806896448135376, -1.6106672286987305]","[-2.649622917175293, -2.4533936977386475]","[-0.34355902671813965, -0.34355902671813965]","[-0.842726469039917, -0.842726469039917]",0,1,"[[-3.0459835529327393, -2.8201074600219727], [-2.873141288757324, -2.6958680152893066], [-2.751864433288574, -2.617250919342041], [-2.601006031036377, -2.5335400104522705], [-2.54274582862854, -2.4361774921417236], [-2.2904679775238037, -2.098742961883545], [-2.2409679889678955, -1.962077260017395], [-2.0627033710479736, -1.8247812986373901]]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -1.0]"
1,555,train,none,5,"[-2.901149034500122, -2.787801504135132]","[-1.6767853498458862, -1.563437581062317]","[-2.333134412765503, -2.2197868824005127]","[-1.2243636846542358, -1.224363923072815]","[-0.6563490629196167, -0.6563493013381958]",0,1,"[[-3.0459835529327393, -2.8201074600219727], [-2.873141288757324, -2.6958680152893066], [-2.751864433288574, -2.617250919342041], [-2.601006031036377, -2.5335400104522705], [-2.54274582862854, -2.4361774921417236], [-2.2904679775238037, -2.098742961883545], [-2.2409679889678955, -1.962077260017395], [-2.0627033710479736, -1.8247812986373901]]","[0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -1.0]"
1,913,train,none,1,"[-1.7361159324645996, -1.6661908626556396]","[-1.8400641679763794, -1.770139217376709]","[-2.344012498855591, -2.274087429046631]","[0.10394823551177979, 0.10394835472106934]","[-0.5039483308792114, -0.5039482116699219]",-1,1,"[[-2.108793258666992, -2.2515459060668945], [-1.9932280778884888, -2.1142807006835938], [-1.8418455123901367, -2.1413071155548096], [-1.6356523036956787, -1.8642523288726807], [-1.5494545698165894, -1.6677523851394653], [-2.1120519638061523, -2.1224095821380615], [-2.0497000217437744, -2.0243492126464844], [-1.8854005336761475, -1.7990951538085938]]","[0.0, 0.0, 0.0, -1.0, -1.0, 1.0, 0.0, -1.0]"
1,913,train,none,3,"[-1.992607831954956, -1.9263707399368286]","[-1.654881477355957, -1.5886445045471191]","[-2.507472515106201, -2.441235303878784]","[-0.337726354598999, -0.3377262353897095]","[-0.8525910377502441, -0.852590799331665]",0,1,"[[-2.108793258666992, -2.2515459060668945], [-1.9932280778884888, -2.1142807006835938], [-1.8418455123901367, -2.1413071155548096], [-1.6356523036956787, -1.8642523288726807], [-1.5494545698165894, -1.6677523851394653], [-2.1120519638061523, -2.1224095821380615], [-2.0497000217437744, -2.0243492126464844], [-1.8854005336761475, -1.7990951538085938]]","[0.0, 0.0, 0.0, -1.0, -1.0, 1.0, 0.0, -1.0]"
